time [dec. year], range [m], range-rate [m/s]
2024.1431952034, 180430.974427, 0.241825
2024.1431952350, 180431.216150, 0.241620
2024.1431952666, 180431.457667, 0.241415
2024.1431952983, 180431.698980, 0.241211
2024.1431953299, 180431.940089, 0.241006
2024.1431953615, 180432.180992, 0.240802
2024.1431953931, 180432.421692, 0.240598
2024.1431954248, 180432.662188, 0.240394
2024.1431954564, 180432.902480, 0.240190
2024.1431954880, 180433.142568, 0.239986
2024.1431955196, 180433.382453, 0.239783
2024.1431955513, 180433.622134, 0.239580
2024.1431955829, 180433.861612, 0.239376
2024.1431956145, 180434.100887, 0.239173
2024.1431956461, 180434.339958, 0.238970
2024.1431956777, 180434.578827, 0.238768
2024.1431957094, 180434.817494, 0.238565
2024.1431957410, 180435.055957, 0.238362
2024.1431957726, 180435.294218, 0.238159
2024.1431958042, 180435.532276, 0.237957
2024.1431958359, 180435.770131, 0.237754
2024.1431958675, 180436.007784, 0.237552
2024.1431958991, 180436.245235, 0.237349
2024.1431959307, 180436.482483, 0.237147
2024.1431959624, 180436.719529, 0.236944
2024.1431959940, 180436.956372, 0.236742
2024.1431960256, 180437.193013, 0.236540
2024.1431960572, 180437.429451, 0.236337
2024.1431960888, 180437.665687, 0.236135
2024.1431961205, 180437.901721, 0.235932
2024.1431961521, 180438.137551, 0.235730
2024.1431961837, 180438.373180, 0.235527
2024.1431962153, 180438.608605, 0.235324
2024.1431962470, 180438.843828, 0.235122
2024.1431962786, 180439.078849, 0.234919
2024.1431963102, 180439.313666, 0.234716
2024.1431963418, 180439.548281, 0.234513
2024.1431963735, 180439.782692, 0.234310
2024.1431964051, 180440.016901, 0.234107
2024.1431964367, 180440.250906, 0.233904
2024.1431964683, 180440.484709, 0.233701
2024.1431964999, 180440.718308, 0.233497
2024.1431965316, 180440.951703, 0.233294
2024.1431965632, 180441.184895, 0.233090
2024.1431965948, 180441.417883, 0.232887
2024.1431966264, 180441.650668, 0.232683
2024.1431966581, 180441.883249, 0.232479
2024.1431966897, 180442.115626, 0.232275
2024.1431967213, 180442.347799, 0.232071
2024.1431967529, 180442.579768, 0.231867
2024.1431967846, 180442.811532, 0.231663
2024.1431968162, 180443.043093, 0.231458
2024.1431968478, 180443.274449, 0.231254
2024.1431968794, 180443.505601, 0.231049
2024.1431969111, 180443.736548, 0.230845
2024.1431969427, 180443.967290, 0.230640
2024.1431969743, 180444.197828, 0.230436
2024.1431970059, 180444.428161, 0.230231
2024.1431970375, 180444.658290, 0.230026
2024.1431970692, 180444.888213, 0.229821
2024.1431971008, 180445.117932, 0.229616
2024.1431971324, 180445.347446, 0.229412
2024.1431971640, 180445.576755, 0.229207
2024.1431971957, 180445.805859, 0.229002
2024.1431972273, 180446.034759, 0.228797
2024.1431972589, 180446.263453, 0.228592
2024.1431972905, 180446.491943, 0.228387
2024.1431973222, 180446.720228, 0.228183
2024.1431973538, 180446.948308, 0.227978
2024.1431973854, 180447.176184, 0.227773
2024.1431974170, 180447.403855, 0.227569
2024.1431974486, 180447.631322, 0.227365
2024.1431974803, 180447.858584, 0.227160
2024.1431975119, 180448.085642, 0.226956
2024.1431975435, 180448.312496, 0.226752
2024.1431975751, 180448.539147, 0.226548
2024.1431976068, 180448.765593, 0.226345
2024.1431976384, 180448.991836, 0.226141
2024.1431976700, 180449.217876, 0.225938
2024.1431977016, 180449.443712, 0.225735
2024.1431977333, 180449.669346, 0.225532
2024.1431977649, 180449.894777, 0.225330
2024.1431977965, 180450.120006, 0.225128
2024.1431978281, 180450.345032, 0.224926
2024.1431978597, 180450.569857, 0.224724
2024.1431978914, 180450.794480, 0.224523
2024.1431979230, 180451.018903, 0.224322
2024.1431979546, 180451.243124, 0.224121
2024.1431979862, 180451.467145, 0.223921
2024.1431980179, 180451.690965, 0.223721
2024.1431980495, 180451.914586, 0.223521
2024.1431980811, 180452.138008, 0.223322
2024.1431981127, 180452.361230, 0.223123
2024.1431981444, 180452.584254, 0.222925
2024.1431981760, 180452.807080, 0.222727
2024.1431982076, 180453.029708, 0.222529
2024.1431982392, 180453.252138, 0.222332
2024.1431982708, 180453.474371, 0.222135
2024.1431983025, 180453.696408, 0.221939
2024.1431983341, 180453.918249, 0.221743
2024.1431983657, 180454.139895, 0.221548
2024.1431983973, 180454.361345, 0.221353
2024.1431984290, 180454.582600, 0.221158
2024.1431984606, 180454.803662, 0.220964
2024.1431984922, 180455.024529, 0.220771
2024.1431985238, 180455.245203, 0.220578
2024.1431985555, 180455.465684, 0.220385
2024.1431985871, 180455.685973, 0.220193
2024.1431986187, 180455.906070, 0.220001
2024.1431986503, 180456.125976, 0.219810
2024.1431986819, 180456.345691, 0.219619
2024.1431987136, 180456.565215, 0.219429
2024.1431987452, 180456.784549, 0.219240
2024.1431987768, 180457.003694, 0.219050
2024.1431988084, 180457.222650, 0.218861
2024.1431988401, 180457.441417, 0.218673
2024.1431988717, 180457.659996, 0.218485
2024.1431989033, 180457.878388, 0.218298
2024.1431989349, 180458.096592, 0.218111
2024.1431989666, 180458.314609, 0.217924
2024.1431989982, 180458.532441, 0.217738
2024.1431990298, 180458.750086, 0.217553
2024.1431990614, 180458.967546, 0.217368
2024.1431990930, 180459.184821, 0.217183
2024.1431991247, 180459.401912, 0.216999
2024.1431991563, 180459.618819, 0.216815
2024.1431991879, 180459.835542, 0.216631
2024.1431992195, 180460.052081, 0.216448
2024.1431992512, 180460.268438, 0.216266
2024.1431992828, 180460.484613, 0.216084
2024.1431993144, 180460.700606, 0.215902
2024.1431993460, 180460.916417, 0.215720
2024.1431993777, 180461.132047, 0.215539
2024.1431994093, 180461.347496, 0.215359
2024.1431994409, 180461.562765, 0.215179
2024.1431994725, 180461.777854, 0.214999
2024.1431995041, 180461.992763, 0.214820
2024.1431995358, 180462.207493, 0.214641
2024.1431995674, 180462.422044, 0.214462
2024.1431995990, 180462.636417, 0.214284
2024.1431996306, 180462.850611, 0.214106
2024.1431996623, 180463.064628, 0.213928
2024.1431996939, 180463.278468, 0.213751
2024.1431997255, 180463.492131, 0.213574
2024.1431997571, 180463.705617, 0.213398
2024.1431997888, 180463.918926, 0.213222
2024.1431998204, 180464.132060, 0.213046
2024.1431998520, 180464.345019, 0.212871
2024.1431998836, 180464.557802, 0.212696
2024.1431999152, 180464.770410, 0.212521
2024.1431999469, 180464.982844, 0.212347
2024.1431999785, 180465.195103, 0.212173
2024.1432000101, 180465.407189, 0.211999
2024.1432000417, 180465.619101, 0.211826
2024.1432000734, 180465.830841, 0.211653
2024.1432001050, 180466.042407, 0.211480
2024.1432001366, 180466.253802, 0.211308
2024.1432001682, 180466.465024, 0.211136
2024.1432001999, 180466.676074, 0.210965
2024.1432002315, 180466.886954, 0.210794
2024.1432002631, 180467.097662, 0.210623
2024.1432002947, 180467.308200, 0.210453
2024.1432003264, 180467.518567, 0.210283
2024.1432003580, 180467.728765, 0.210113
2024.1432003896, 180467.938793, 0.209944
2024.1432004212, 180468.148652, 0.209775
2024.1432004528, 180468.358342, 0.209606
2024.1432004845, 180468.567864, 0.209438
2024.1432005161, 180468.777218, 0.209270
2024.1432005477, 180468.986404, 0.209103
2024.1432005793, 180469.195424, 0.208936
2024.1432006110, 180469.404276, 0.208769
2024.1432006426, 180469.612962, 0.208603
2024.1432006742, 180469.821482, 0.208437
2024.1432007058, 180470.029836, 0.208272
2024.1432007375, 180470.238026, 0.208107
2024.1432007691, 180470.446050, 0.207942
2024.1432008007, 180470.653910, 0.207778
2024.1432008323, 180470.861607, 0.207614
2024.1432008639, 180471.069139, 0.207451
2024.1432008956, 180471.276509, 0.207288
2024.1432009272, 180471.483716, 0.207126
2024.1432009588, 180471.690761, 0.206964
2024.1432009904, 180471.897644, 0.206802
2024.1432010221, 180472.104366, 0.206641
2024.1432010537, 180472.310927, 0.206481
2024.1432010853, 180472.517328, 0.206321
2024.1432011169, 180472.723569, 0.206161
2024.1432011486, 180472.929650, 0.206002
2024.1432011802, 180473.135573, 0.205843
2024.1432012118, 180473.341337, 0.205685
2024.1432012434, 180473.546943, 0.205527
2024.1432012750, 180473.752392, 0.205370
2024.1432013067, 180473.957684, 0.205213
2024.1432013383, 180474.162819, 0.205057
2024.1432013699, 180474.367799, 0.204902
2024.1432014015, 180474.572622, 0.204746
2024.1432014332, 180474.777292, 0.204592
2024.1432014648, 180474.981806, 0.204438
2024.1432014964, 180475.186167, 0.204284
2024.1432015280, 180475.390374, 0.204131
2024.1432015597, 180475.594429, 0.203979
2024.1432015913, 180475.798332, 0.203827
2024.1432016229, 180476.002082, 0.203675
2024.1432016545, 180476.205682, 0.203524
2024.1432016861, 180476.409131, 0.203374
2024.1432017178, 180476.612430, 0.203224
2024.1432017494, 180476.815580, 0.203075
2024.1432017810, 180477.018581, 0.202927
2024.1432018126, 180477.221434, 0.202779
2024.1432018443, 180477.424139, 0.202632
2024.1432018759, 180477.626698, 0.202485
2024.1432019075, 180477.829110, 0.202339
2024.1432019391, 180478.031376, 0.202194
2024.1432019708, 180478.233497, 0.202049
2024.1432020024, 180478.435474, 0.201905
2024.1432020340, 180478.637307, 0.201761
2024.1432020656, 180478.838996, 0.201618
2024.1432020972, 180479.040544, 0.201476
2024.1432021289, 180479.241949, 0.201335
2024.1432021605, 180479.443214, 0.201194
2024.1432021921, 180479.644338, 0.201054
2024.1432022237, 180479.845322, 0.200915
2024.1432022554, 180480.046167, 0.200776
2024.1432022870, 180480.246874, 0.200638
2024.1432023186, 180480.447444, 0.200501
2024.1432023502, 180480.647876, 0.200364
2024.1432023819, 180480.848173, 0.200229
2024.1432024135, 180481.048334, 0.200094
2024.1432024451, 180481.248361, 0.199960
2024.1432024767, 180481.448253, 0.199826
2024.1432025083, 180481.648013, 0.199693
2024.1432025400, 180481.847641, 0.199562
2024.1432025716, 180482.047136, 0.199430
2024.1432026032, 180482.246502, 0.199300
2024.1432026348, 180482.445737, 0.199171
2024.1432026665, 180482.644843, 0.199042
2024.1432026981, 180482.843821, 0.198914
2024.1432027297, 180483.042671, 0.198787
2024.1432027613, 180483.241394, 0.198660
2024.1432027930, 180483.439992, 0.198535
2024.1432028246, 180483.638464, 0.198410
2024.1432028562, 180483.836813, 0.198286
2024.1432028878, 180484.035037, 0.198163
2024.1432029194, 180484.233139, 0.198041
2024.1432029511, 180484.431119, 0.197919
2024.1432029827, 180484.628978, 0.197799
2024.1432030143, 180484.826717, 0.197679
2024.1432030459, 180485.024336, 0.197560
2024.1432030776, 180485.221837, 0.197442
2024.1432031092, 180485.419220, 0.197324
2024.1432031408, 180485.616486, 0.197208
2024.1432031724, 180485.813636, 0.197092
2024.1432032041, 180486.010670, 0.196977
2024.1432032357, 180486.207590, 0.196863
2024.1432032673, 180486.404396, 0.196749
2024.1432032989, 180486.601088, 0.196636
2024.1432033306, 180486.797669, 0.196525
2024.1432033622, 180486.994138, 0.196413
2024.1432033938, 180487.190496, 0.196303
2024.1432034254, 180487.386744, 0.196193
2024.1432034570, 180487.582882, 0.196084
2024.1432034887, 180487.778913, 0.195976
2024.1432035203, 180487.974835, 0.195869
2024.1432035519, 180488.170650, 0.195762
2024.1432035835, 180488.366359, 0.195656
2024.1432036152, 180488.561961, 0.195550
2024.1432036468, 180488.757459, 0.195445
2024.1432036784, 180488.952853, 0.195341
2024.1432037100, 180489.148142, 0.195238
2024.1432037417, 180489.343329, 0.195135
2024.1432037733, 180489.538413, 0.195033
2024.1432038049, 180489.733395, 0.194932
2024.1432038365, 180489.928276, 0.194831
2024.1432038681, 180490.123057, 0.194730
2024.1432038998, 180490.317737, 0.194631
2024.1432039314, 180490.512318, 0.194532
2024.1432039630, 180490.706800, 0.194433
2024.1432039946, 180490.901184, 0.194335
2024.1432040263, 180491.095471, 0.194238
2024.1432040579, 180491.289660, 0.194141
2024.1432040895, 180491.483753, 0.194045
2024.1432041211, 180491.677749, 0.193949
2024.1432041528, 180491.871650, 0.193853
2024.1432041844, 180492.065456, 0.193759
2024.1432042160, 180492.259168, 0.193665
2024.1432042476, 180492.452786, 0.193571
2024.1432042792, 180492.646310, 0.193478
2024.1432043109, 180492.839741, 0.193385
2024.1432043425, 180493.033080, 0.193293
2024.1432043741, 180493.226326, 0.193201
2024.1432044057, 180493.419481, 0.193109
2024.1432044374, 180493.612545, 0.193019
2024.1432044690, 180493.805519, 0.192928
2024.1432045006, 180493.998402, 0.192838
2024.1432045322, 180494.191195, 0.192749
2024.1432045639, 180494.383900, 0.192660
2024.1432045955, 180494.576515, 0.192571
2024.1432046271, 180494.769042, 0.192483
2024.1432046587, 180494.961482, 0.192395
2024.1432046903, 180495.153833, 0.192308
2024.1432047220, 180495.346098, 0.192221
2024.1432047536, 180495.538276, 0.192135
2024.1432047852, 180495.730368, 0.192049
2024.1432048168, 180495.922375, 0.191964
2024.1432048485, 180496.114296, 0.191879
2024.1432048801, 180496.306132, 0.191794
2024.1432049117, 180496.497884, 0.191710
2024.1432049433, 180496.689552, 0.191626
2024.1432049750, 180496.881136, 0.191543
2024.1432050066, 180497.072637, 0.191460
2024.1432050382, 180497.264056, 0.191377
2024.1432050698, 180497.455392, 0.191295
2024.1432051014, 180497.646646, 0.191214
2024.1432051331, 180497.837820, 0.191133
2024.1432051647, 180498.028912, 0.191052
2024.1432051963, 180498.219924, 0.190972
2024.1432052279, 180498.410856, 0.190892
2024.1432052596, 180498.601708, 0.190813
2024.1432052912, 180498.792481, 0.190734
2024.1432053228, 180498.983175, 0.190655
2024.1432053544, 180499.173791, 0.190577
2024.1432053861, 180499.364330, 0.190500
2024.1432054177, 180499.554791, 0.190423
2024.1432054493, 180499.745175, 0.190346
2024.1432054809, 180499.935483, 0.190270
2024.1432055125, 180500.125714, 0.190194
2024.1432055442, 180500.315870, 0.190119
2024.1432055758, 180500.505952, 0.190044
2024.1432056074, 180500.695958, 0.189969
2024.1432056390, 180500.885890, 0.189895
2024.1432056707, 180501.075749, 0.189822
2024.1432057023, 180501.265534, 0.189749
2024.1432057339, 180501.455247, 0.189676
2024.1432057655, 180501.644887, 0.189604
2024.1432057972, 180501.834456, 0.189533
2024.1432058288, 180502.023953, 0.189461
2024.1432058604, 180502.213379, 0.189391
2024.1432058920, 180502.402734, 0.189320
2024.1432059236, 180502.592019, 0.189250
2024.1432059553, 180502.781235, 0.189181
2024.1432059869, 180502.970382, 0.189112
2024.1432060185, 180503.159460, 0.189044
2024.1432060501, 180503.348469, 0.188976
2024.1432060818, 180503.537411, 0.188908
2024.1432061134, 180503.726285, 0.188841
2024.1432061450, 180503.915092, 0.188774
2024.1432061766, 180504.103833, 0.188708
2024.1432062083, 180504.292508, 0.188642
2024.1432062399, 180504.481117, 0.188576
2024.1432062715, 180504.669660, 0.188511
2024.1432063031, 180504.858139, 0.188446
2024.1432063347, 180505.046553, 0.188382
2024.1432063664, 180505.234903, 0.188318
2024.1432063980, 180505.423190, 0.188255
2024.1432064296, 180505.611413, 0.188192
2024.1432064612, 180505.799573, 0.188129
2024.1432064929, 180505.987671, 0.188067
2024.1432065245, 180506.175706, 0.188005
2024.1432065561, 180506.363680, 0.187943
2024.1432065877, 180506.551592, 0.187882
2024.1432066194, 180506.739443, 0.187821
2024.1432066510, 180506.927234, 0.187760
2024.1432066826, 180507.114964, 0.187700
2024.1432067142, 180507.302634, 0.187640
2024.1432067459, 180507.490244, 0.187580
2024.1432067775, 180507.677795, 0.187521
2024.1432068091, 180507.865287, 0.187462
2024.1432068407, 180508.052719, 0.187404
2024.1432068723, 180508.240094, 0.187345
2024.1432069040, 180508.427410, 0.187287
2024.1432069356, 180508.614668, 0.187229
2024.1432069672, 180508.801869, 0.187172
2024.1432069988, 180508.989012, 0.187115
2024.1432070305, 180509.176098, 0.187058
2024.1432070621, 180509.363128, 0.187001
2024.1432070937, 180509.550100, 0.186944
2024.1432071253, 180509.737017, 0.186888
2024.1432071570, 180509.923877, 0.186832
2024.1432071886, 180510.110681, 0.186777
2024.1432072202, 180510.297430, 0.186721
2024.1432072518, 180510.484123, 0.186666
2024.1432072834, 180510.670762, 0.186611
2024.1432073151, 180510.857345, 0.186556
2024.1432073467, 180511.043873, 0.186501
2024.1432073783, 180511.230347, 0.186447
2024.1432074099, 180511.416767, 0.186393
2024.1432074416, 180511.603133, 0.186339
2024.1432074732, 180511.789444, 0.186285
2024.1432075048, 180511.975702, 0.186231
2024.1432075364, 180512.161907, 0.186178
2024.1432075681, 180512.348058, 0.186125
2024.1432075997, 180512.534156, 0.186072
2024.1432076313, 180512.720201, 0.186019
2024.1432076629, 180512.906194, 0.185966
2024.1432076945, 180513.092134, 0.185914
2024.1432077262, 180513.278022, 0.185862
2024.1432077578, 180513.463857, 0.185810
2024.1432077894, 180513.649641, 0.185758
2024.1432078210, 180513.835373, 0.185706
2024.1432078527, 180514.021053, 0.185655
2024.1432078843, 180514.206682, 0.185604
2024.1432079159, 180514.392260, 0.185553
2024.1432079475, 180514.577788, 0.185502
2024.1432079792, 180514.763264, 0.185451
2024.1432080108, 180514.948690, 0.185401
2024.1432080424, 180515.134065, 0.185350
2024.1432080740, 180515.319391, 0.185301
2024.1432081056, 180515.504667, 0.185251
2024.1432081373, 180515.689893, 0.185201
2024.1432081689, 180515.875069, 0.185152
2024.1432082005, 180516.060196, 0.185103
2024.1432082321, 180516.245275, 0.185054
2024.1432082638, 180516.430304, 0.185005
2024.1432082954, 180516.615285, 0.184957
2024.1432083270, 180516.800218, 0.184908
2024.1432083586, 180516.985102, 0.184860
2024.1432083903, 180517.169939, 0.184813
2024.1432084219, 180517.354728, 0.184765
2024.1432084535, 180517.539469, 0.184718
2024.1432084851, 180517.724164, 0.184671
2024.1432085167, 180517.908811, 0.184624
2024.1432085484, 180518.093412, 0.184577
2024.1432085800, 180518.277966, 0.184531
2024.1432086116, 180518.462474, 0.184485
2024.1432086432, 180518.646936, 0.184439
2024.1432086749, 180518.831352, 0.184393
2024.1432087065, 180519.015723, 0.184348
2024.1432087381, 180519.200048, 0.184303
2024.1432087697, 180519.384328, 0.184258
2024.1432088014, 180519.568564, 0.184213
2024.1432088330, 180519.752755, 0.184169
2024.1432088646, 180519.936901, 0.184125
